"id","active","name","creation_date","inep_code","phone","type","website","login","address","responsible"
208,True,"MARIA LUIZA DE SOUZA PINTO VASQUES PROFA EMEF","2019-06-27 11:08:27.776",NULL,"(12) 39581527","SCHOOL",NULL,213,208,208
215,True,"Instituto Federal do Espírito Santo - Campus Ibatiba","2020-02-20 09:56:59.491","32078501","(28) 35435500","SCHOOL","http://ibatiba.ifes.edu.br/",221,215,215
216,True,"Instituto Brasileiro de Pacificadores","2020-03-16 19:22:55.844",NULL,"(75) 998127089","NGO",NULL,222,216,216
217,True,"Governo do Estado de São Paulo","2020-05-05 16:35:56.236",NULL,"(18) 998169984","SCHOOL",NULL,223,217,217
218,True,"EE de tempo integral Professora Ivone dos Anjos da Silva Santos","2020-05-05 17:10:46.99","269396","(11) 996150878","SCHOOL",NULL,224,218,218
219,True,"Rituco Mitani","2020-05-21 12:14:53.356","35005691","(11) 999915493","SCHOOL","http://RITUCO MITANI Profª",225,219,219
165,True,"NEPEDEC Núcleo de Ensino e Pesquisa em Defesa Civil","2018-10-03 16:12:14.293",NULL,"(21) 972229976","OTHER","http://www.nepedec.com.br",169,165,165
220,True,"Universidade Federal do Paraná","2020-06-03 18:32:18.868",NULL,"(41) 984282902","OTHER",NULL,226,220,220
221,True,"Instituto Federal de Alagoas","2020-07-16 21:54:47.069",NULL,"(82) 996201929","SCHOOL",NULL,227,221,221
222,True,"EE Professor Rubens Zamith","2020-07-21 10:28:30.936","35901520","(12) 982824510","SCHOOL","http://https://sites.google.com/view/rubens-zamith/in%C3%ADcio?authuser=2",228,222,222
223,False,"ULBRA","2020-08-06 11:01:22.655",NULL,"(51) 33316625","OTHER",NULL,229,223,223
224,True,"Universidade Federal do Maranhão","2020-09-29 22:08:37.063",NULL,"(98) 987433844","OTHER",NULL,230,224,224
225,True,"DEFESA CIVIL DE PALHOÇA","2020-10-09 16:59:06.989",NULL,"(48) 32200300","CIVIL_DEFENSE",NULL,231,225,225
226,False,"E. E. Profª Semíramis Prado de Oliveira","2020-10-23 00:46:55.749","35011186","(12) 38421282","SCHOOL","http://https://www.facebook.com/Escola-Estadual-Prof%C2%AA-Sem%C3%ADramis-Prado-de-Oliveira-609971869353299",232,226,226
227,True,"Instituto Federal do Paraná (Campus Curitiba)","2020-11-05 17:21:28.777","41133757","(41) 35351672","SCHOOL","http://https://curitiba.ifpr.edu.br/",233,227,227
228,False,"E.E. MAURICIO MILANI","2021-02-25 10:34:20.135","35047703","(18) 33561281","SCHOOL","http://https://sites.google.com/prof.educacao.sp.gov.br/eemauriciomilani/in%C3%ADcio",234,228,228
229,True,"CORPO DE BOMBEIRO CIVIL NO MUNICIPIO DE MARICÁ","2021-03-16 10:47:15.315",NULL,"(21) 974357424","NGO","http://https://sites.google.com/d/1LXFEKyQ_pb1vgudXrjlzDFuZDME84TWr/p/1v_ymeuDDmFeDwaM3Xz-pDxPJxn9nAnYT/edit",235,229,229
230,False,"Marcia Cristina Muniz Guimarães Romito","2021-04-05 18:57:05.728",NULL,"(22) 999745999","NGO",NULL,236,230,230
231,False,"SUPERINTENDENCIA DA DEFESA CIVIL","2021-04-18 10:28:59.43",NULL,"(71) 987358725","CIVIL_DEFENSE","http://https://www.laurodefreitas.ba.gov.br/2019/",237,231,231
232,True,"COORDENADORIA MUNICICIPAL DE PROTEÇÃO DEFESA CIVIL MAR DE ESPANHA","2021-05-13 09:12:20.35",NULL,"(32) 32761225","CIVIL_DEFENSE",NULL,238,232,232
233,True,"Defesa Civil de Pirassununga","2021-06-17 17:59:38.024",NULL,"(19) 35652851","CIVIL_DEFENSE","http://pirassununga.sp.gov.br",239,233,233
234,False,"nasdaki","2021-07-06 19:23:40.192",NULL,"(55) 119486768","OTHER","http://nasdaki.com.br",240,234,234
235,True,"Rubens Corrêa","2021-07-08 13:00:54.868",NULL,"(11) 943188209","CIVIL_DEFENSE",NULL,241,235,235
236,True,"Defesa Civil de Santa Catarina","2021-07-12 17:02:50.287",NULL,"(48) 998300707","CIVIL_DEFENSE",NULL,242,236,236
